site_url,bias
phoenixnewtimes.com, leftcenter
france24-tv.com, fake-news
americannews.com, fake-news
newsthump.com, satire
numbersusa.com, right
thetimes.co.uk, right-center
thefifthcolumnnews.com, leftcenter
dailydiscord.com, satire
everydayfeminism.com, left
securingdemocracy.gmfus.org, center
scotsman.com, center
popularmechanics.com, pro-science
empiresports.co, satire
thehindubusinessline.com, right-center
pantagraph.com, center
spiegel.de, leftcenter
thestate.com, leftcenter
newlypress.com, right
shu.plus, satire
blackpigeonspeaks.com, fake-news
24wpn.com, fake-news
reviewjournal.com, right-center
gulfnews.com, right-center
positive.news, leftcenter
en.hawarnews.com, fake-news
afpc.org, right-center
forwardprogressives.com, left
mercatornet.com, right
thelibertybeacon.com, conspiracy
federalistpress.com, right
cbsnews.com, leftcenter
stripes.com, center
redpeople.us, fake-news
noozhawk.com, center
weeklystandard.com, right
rockcitytimes.com, satire
theinternationalreporter.org, conspiracy
lapresse.ca, leftcenter
anthropocenemagazine.org, center
staresattheworld.com, fake-news
dutchdailynews.com, leftcenter
sun-sentinel.com, right-center
tomdispatch.com, leftcenter
americanactionforum.org, right-center
newsmutiny.com, satire
memeorandum.com, center
cnntimes.online, left
dailystar.co.uk, conspiracy
theantimedia.org, conspiracy
jihadwatch.org, fake-news
anonews.co, conspiracy
transpartisanreview.com, center
truepundit.com, conspiracy
trumpers.online, fake-news
americanlibertyreport.com, right
dangerandplay.com, fake-news
the-scientist.com, pro-science
therealnews.com, leftcenter
thedailymash.co.uk, satire
indiatoday.intoday.in, center
educate-yourself.org, conspiracy
newsite.thehindu.com, leftcenter
americanindependent.com, left
themonthly.com.au, leftcenter
cftni.org, right-center
bb4sp.com, fake-news
adflegal.org, fake-news
townhall.com, right
newsy.com, leftcenter
247newsmedia.com, fake-news
heavy.com, leftcenter
christianpost.com, right
commentarymagazine.com, right
geopolitics.co, conspiracy
sctimes.com, center
thelondoneconomic.com, left
pmnightlynews.com, fake-news
democratichub.com, left
acting-man.com, right
codepink.org, left
vice.com, leftcenter
deepleftfield.info, left
dailyinfobox.com, fake-news
seeker.com, pro-science
ajc.com, leftcenter
technologyreview.com, pro-science
gearsofbiz.com, center
mrcblog.com, fake-news
redcountry.us, fake-news
livescience.com, pro-science
therightscoop.com, right
pacificpundit.com, fake-news
everynewshere.com, conspiracy
usaworldbox.com, fake-news
courant.com, leftcenter
scientificamerican.com, pro-science
usaspending.gov, center
libertynews.com, right
onlineconservativepress.com, fake-news
truthandaction.org, fake-news
extraordinaryinfo.com, conspiracy
sootoday.com, leftcenter
yournewswire.com, conspiracy
crisismagazine.com, right
ifyouonlynews.com, fake-news
dailyinsidernews.com, fake-news
thelastgreatstand.com, conspiracy
jesus-is-savior.com, conspiracy
webmd.com, pro-science
dailysignal.com, right
digifection.com, fake-news
couriermail.com.au, right-center
thecontroversialfiles.net, conspiracy
axios.com, leftcenter
understandingthethreat.com, fake-news
anotherdayintheempire.com, conspiracy
redpepper.org.uk, left
globalnews.ca, leftcenter
abc11.com, leftcenter
veteranstoday.com, conspiracy
understandrealitythroughscience.blogspot.com, pro-science
worldpolicy.org, leftcenter
arstechnica.com, pro-science
photographyisnotacrime.com, left
cleantechnica.com, leftcenter
algemeiner.com, right-center
bangkokpost.com, center
conservativepost.com, fake-news
courier-journal.com, leftcenter
foodbabe.com, conspiracy
stuppid.com, satire
thefreethoughtproject.com, conspiracy
lawfareblog.com, leftcenter
thefloridasqueeze.com, left
newsfeedhunter.com, fake-news
indymedia.org, leftcenter
newbernsj.com, center
prospect.org, left
carolinapublicpress.org, leftcenter
citizencritics.org, left
harddawn.com, satire
drudgereport.com, right
leftvoice.org, left
educateinspirechange.org, conspiracy
redrockdaily.com, fake-news
digg.com, leftcenter
freedomainradio.com, conspiracy
usa-conservative.com, fake-news
littlegreenfootballs.com, left
awm.com, right
curiousmindmagazine.com, conspiracy
dailycaller.com, right
miamiherald.com, leftcenter
latitudes.org, conspiracy
disclose.tv, conspiracy
theredshtick.com, satire
affinitymagazine.us, leftcenter
politicops.com, satire
themoderatevoice.com, center
c4ads.org, center
capoliticalreview.com, right-center
climatefeedback.org, pro-science
military.com, center
wral.com, center
tabletmag.com, leftcenter
seattletimes.com, leftcenter
newamerica.org, center
taxpolicycenter.org, leftcenter
nydailynews.com, leftcenter
web.randi.org, pro-science
sciencedaily.com, pro-science
pewresearch.org, center
thehumanist.com, center
topinfopost.com, conspiracy
breitbart.com, right
whatstheharm.net, pro-science
theepochtimes.com, center
towleroad.com, left
truthorfiction.com, center
truthchannelpolitics.com, conspiracy
pri.org/programs/globalpost, leftcenter
180report.com, center
ciponline.org, leftcenter
hangthebankers.com, fake-news
wvgazettemail.com, leftcenter
truthdig.com, left
addictinginfo.org, left
timesofsandiego.com, center
politicalcritique.org, leftcenter
syrianews.cc, fake-news
loveknowledge.org, left
patriotsvoice.info, fake-news
eff.org, leftcenter
clickhole.com, satire
thepostemail.com, right
madworldnews.com, fake-news
chicksontheright.com, right
climaterealityproject.org, left
nationalvanguard.org, fake-news
tallahassee.com, right-center
adn.com, leftcenter
bannedinformation.com, fake-news
star-telegram.com, right-center
uspoln.com, satire
stocknewsusa.com, center
dailypresser.com, fake-news
crusaderjournal.com, conspiracy
wikileaks.org, right-center
thepremiumnews.com, fake-news
redorbit.com, pro-science
project-syndicate.org, center
asamericanasapplepie.org, satire
conservativehq.com, right
sfglobe.com, leftcenter
centerforinquiry.net, center
delawareonline.com, leftcenter
everycrsreport.com, center
realtimepolitics.com, fake-news
newsbiscuit.com, satire
ibtimes.com, center
reagancoalition.com, fake-news
patriotpost.us, right
newsuptoday.com, fake-news
jezebel.com, left
content.news, left
thetyee.ca, leftcenter
cbsnews.com.co, fake-news
vesselnews.io, right
ced.org, center
president45donaldtrump.com, fake-news
zmescience.com, pro-science
alphanewsmn.com, right
thenewsliteracyproject.org, center
the-daily.buzz, left
thedailyliberator.com, right
bluevisionpost.com, fake-news
texastribune.org, center
ronpaulinstitute.org, right
enduringvision.com, satire
news24.com, center
nationalpost.com, right-center
psypost.org, pro-science
indigenous.club, fake-news
nationalgeographic.com, pro-science
biologos.org, conspiracy
fortnightlyreview.co.uk, right-center
apnews.com, center
gulagbound.com, conspiracy
aim.org, right
dailydot.com, left
globalriskinsights.com, leftcenter
mprnews.org, leftcenter
tbo.com, right-center
newpoliticstoday.com, fake-news
thinkingmomsrevolution.com, conspiracy
countercurrents.org, left
thelibertarianrepublic.com, right-center
proud-patriots.com, fake-news
i24news.tv, center
theamericanmirror.com, fake-news
ctj.org, leftcenter
northjersey.com, leftcenter
opendemocracy.net, leftcenter
therebel.media, right
irinnews.org, leftcenter
thebulletin.org, center
prntly.com, fake-news
theaustralian.com.au, right-center
nationonenews.com, fake-news
fromthetrenchesworldreport.com, conspiracy
magapill.com, fake-news
stonecoldtruth.com, fake-news
huzlers.com, satire
witscience.org, satire
informationliberation.com, fake-news
yesmagazine.org, left
guardianlv.com, left
darientimes.com, leftcenter
scotusblog.com, center
charlotteobserver.com, leftcenter
wnd.com, right
newleftreview.org, leftcenter
thevarsity.ca, leftcenter
globemagazine.com, fake-news
theday.com, center
marketwatch.com, center
nap-sack.org, left
mediacircus.com, right
newsconservative.com, fake-news
contrailscience.com, pro-science
theoswatch.com, left
theviralpatriot.com, fake-news
breakingdefense.com, right-center
wn.com, center
talkingpointsmemo.com, left
npr.org, leftcenter
naturalhealth365.com, conspiracy
allnewspipeline.com, fake-news
worldpress.org, center
theautomaticearth.com, leftcenter
tyrannyrising.com, conspiracy
realnewsrightnow.com, satire
ips-dc.org, left
jacksonville.com, right-center
nationalacademyofsciences.org, pro-science
thewhim.com, center
usuncut.com, left
godlikeproductions.com, conspiracy
theintercept.com, leftcenter
americansforprosperity.org, right
freepatriotpost.com, fake-news
viralthread.com, center
eutimes.net, conspiracy
discovery.org, conspiracy
sciencedebate.org, center
familysecuritymatters.org, right
politicoinfo.com, fake-news
valleynewslive.com, right-center
bluelivesmatter.blue, right
dpa-international.com, center
dailysnark.com, satire
dutchreview.com, leftcenter
walkwithher.com, fake-news
thewalrus.ca, left
rochdaleherald.co.uk, satire
airwars.org, center
thetruthseeker.co.uk, conspiracy
dailywire.com, right
patriotnewsdaily.com, right
aclu.org, leftcenter
iflscience.com, pro-science
forward.com, leftcenter
americanupdater.com, fake-news
thegoldwater.com, fake-news
gotnews.com, fake-news
encyclopediadramatica.se, satire
conservativefighters.com, fake-news
irishtimes.com, leftcenter
newpol.org, left
cnn.com.de, fake-news
savethemales.ca, conspiracy
discoverthenetworks.org, fake-news
thatsnonsense.com, center
newshounds.us, left
mintpressnews.com, leftcenter
beinglibertarian.com, right
awdnews.com, conspiracy
notliberal.com, right
smirkingchimp.com, left
leftwingnation.org, left
libertyhangout.org, right
worldnewspolitics.com, fake-news
liberalplug.com, fake-news
wakingtimes.com, conspiracy
zeit.de, leftcenter
skeptiko.com, conspiracy
restoreamericanglory.com, right
cbc.ca, leftcenter
news.com.au, leftcenter
globalpoliticsnow.com, fake-news
sciencealert.com, pro-science
shtfplan.com, fake-news
timesofindia.indiatimes.com, center
theunrealtimes.com, satire
workers.org, left
sciencedirect.com, pro-science
discovermagazine.com, pro-science
amny.com, leftcenter
private-eye.co.uk, satire
heraldnet.com, leftcenter
exposingtruth.com, leftcenter
egbertowillies.com, left
sheepkillers.com, conspiracy
redinfo.us, fake-news
alaraby.co.uk, leftcenter
vocativ.com, center
conservativereview.com, right
dailybuzzlive.com, fake-news
thegoodlordabove.com, satire
biggovernment.news, right
tasnimnews.com, right
humanevents.com, right
thedailybanter.com, left
vidmax.com, fake-news
thetruthdivision.com, fake-news
ilovenativeamericans.us, conspiracy
americasfreedomfighters.com, fake-news
conservativebyte.com, fake-news
awarenessact.com, conspiracy
jookos.com, fake-news
insideclimatenews.org, leftcenter
scoopwhoop.com, leftcenter
whatmattersnews.com, left
regated.com, right
oregonlive.com, right-center
pennlive.com, leftcenter
speakgov.com, fake-news
ipolitics.ca, leftcenter
thesciencepost.com, satire
currentaffairs.org, left
newmoderate.com, leftcenter
freedomcrossroads.us, satire
redoubtnews.com, conspiracy
washingtonpost.com, leftcenter
icrw.org, leftcenter
healthimpactnews.com, conspiracy
ft.com, center
mirror.co.uk, left
bearingarms.com, right
conservativeinfocorner.us, fake-news
latintimes.com, leftcenter
themarshallproject.org, center
justsecurity.org, center
sharednewsreport.com, fake-news
antifascistnews.net, left
montrealgazette.com, leftcenter
motherjones.com, left
stream.org, conspiracy
merryjane.com, left
texasstandard.org, center
readingthepictures.org, left
bradford-delong.com, left
americannewsx.com, left
endtimeheadlines.org, conspiracy
earthpulse.com, conspiracy
cosmicintelligenceagency.com, conspiracy
news.grabien.com, center
usasupreme.com, fake-news
politifact.news, fake-news
defendevropa.org, fake-news
viralnewsnetwork.net, conspiracy
vaccines.news, conspiracy
secondnexus.com, leftcenter
stormfront.org, conspiracy
apmreports.org, leftcenter
independentsentinel.com, right
climatecentral.org, pro-science
vivaliberty.com, right
toledoblade.com, right-center
therightists.com, fake-news
gawken.com, satire
csicop.org, pro-science
deccanherald.com, leftcenter
molad.org, left
wearethemighty.com, center
centerforsecuritypolicy.org, conspiracy
factbox.tv, leftcenter
truththeory.com, conspiracy
thereligionofpeace.com, fake-news
ncscooper.com, satire
geneticliteracyproject.org, pro-science
helsinkitimes.fi, leftcenter
brief.news, center
redflagnews.com, right
thediplomat.com, center
uschronicle.com, fake-news
crfb.org, center
weconservative.com, fake-news
rudaw.net, leftcenter
theusa-news.com, fake-news
thenewamerican.com, right
autostraddle.com, left
civictribune.com, satire
en.mercopress.com, center
theatlantic.com, leftcenter
ballotpedia.org, center
ozy.com, leftcenter
boingboing.net, left
financialexpress.com, center
leftoverrights.com, left
denverpost.com, leftcenter
firstinfreedomdaily.com, right
sojo.net, leftcenter
postandcourier.com, center
buffalonews.com, leftcenter
upworthy.com, left
timesofisrael.com, leftcenter
weforum.org, center
gop.com, right
defund.com, fake-news
windsorstar.com, leftcenter
sfgate.com, leftcenter
israelhayom.com, right-center
skeptoid.com, pro-science
en.search.farsnews.com, fake-news
newsandgutsmedia.com, leftcenter
youthrights.org, leftcenter
nature.com, pro-science
credoaction.com, leftcenter
vancouversun.com, leftcenter
thenewtropic.com, leftcenter
ewg.org, conspiracy
thechronicleherald.ca, right-center
daily.jstor.org, center
soas.ac.uk, center
space.news, conspiracy
retractionwatch.com, pro-science
elisabethparker.com, left
newbostonpost.com, right
newswars.com, fake-news
lethbridgeherald.com, leftcenter
unbiasedamerica.com, right
msnbc.com, left
reflectionofmind.org, conspiracy
debka.com, fake-news
libertywritersnews.com, fake-news
memepoliceman.com, center
other98.com, left
forbes.com, right-center
placesjournal.org, center
dispatch.com, right-center
theamericancause.org, right
undergroundjournalist.org, fake-news
cei.org, right-center
thewire.in, leftcenter
snopes.com, center
newsbusters.org, right
mises.org, right-center
npiamerica.org, fake-news
opensecrets.org, center
fair.org, leftcenter
ffrf.org, center
aip.org, pro-science
english.alarabiya.net, center
franklincenterhq.org, right-center
liberalspeak.com, fake-news
remingtonresearchgroup.com, right-center
climateactiontracker.org, pro-science
the-daily-news.co.uk, satire
conservativeflashnews.com, fake-news
arkansasonline.com, right-center
nj.com, leftcenter
lozierinstitute.org, conspiracy
alexanderhiggins.com, conspiracy
realclearpolicy.com, right-center
abriluno.com, satire
inequalitymedia.org, left
aei.org, right
sott.net, conspiracy
redstatewatcher.com, right
canadiandimension.com, left
sundayinquirer.com, fake-news
thesternfacts.com, left
vote.us.org, left
erlc.com, right
notallowedto.com, satire
newstatesman.com, left
oathkeepers.org, fake-news
jacobinmag.com, left
cbo.gov, center
jewsnews.co.il, conspiracy
post-gazette.com, leftcenter
frontpagemag.com, fake-news
redstate.com, right
freemedia.at, center
medusamagazine.com, conspiracy
climatedepot.com, conspiracy
sungress.com, satire
kmov.com, leftcenter
lifeandabout.com, right
joeforamerica.com, fake-news
kansas.com, right-center
bizpacreview.com, right
detroitnews.com, right-center
evolutionnews.org, conspiracy
dailyclimate.org, leftcenter
bbc.com, leftcenter
enhlive.com, fake-news
theblaze.com, right
thecanary.co, left
akkadiantimes.com, left
commoncause.org, leftcenter
naturalawakeningsmag.com, conspiracy
loser.com, fake-news
roanoke.com, leftcenter
mercola.com, conspiracy
thecanadianpress.com, center
politicalgarbagechute.com, satire
donaldtrumpnews.co, fake-news
intellihub.com, conspiracy
opslens.com, right
barenakedislam.com, fake-news
anonhq.com, conspiracy
earthnews2016.com, fake-news
usanewstoday.org, fake-news
doctorswithoutborders.org, center
cincinnati.com, right-center
euronews.com, center
unionleader.com, right
blackagendareport.com, left
medicaldaily.com, pro-science
calwatchdog.com, leftcenter
morningconsult.com, leftcenter
mondoweiss.net, left
bettergov.org, center
themindunleashed.org, conspiracy
chronicle.su, satire
spectator.org, right
cityworldnews.com, fake-news
nbcnews.com, leftcenter
mayoclinic.org, pro-science
helvidius.org, leftcenter
patriotfires.com, fake-news
highline.huffingtonpost.com, leftcenter
reverbpress.com, left
kfor.com, leftcenter
journals.sagepub.com, pro-science
sportspickle.com, satire
jonesreport.com, conspiracy
canadafreepress.com, right
voanews.com, center
iea.org, center
globalvoices.org, left
denverguardian.com, fake-news
syriahr.com, leftcenter
ottawacitizen.com, right-center
manilatimes.net, right-center
prospectmagazine.co.uk, leftcenter
pilotonline.com, leftcenter
freedomlibertynews.com, fake-news
thedailysheeple.com, conspiracy
nowthisnews.com, left
now8news.com, satire
cosmopolitan.com, left
kurdistan24.net, leftcenter
silenceisconsent.net, right
constitution.com, fake-news
cnas.org, center
politicalstorm.com, center
jewishpress.com, right-center
pinknews.co.uk, left
progresstribune.com, fake-news
thelastlineofdefense.org, satire
learnprogress.org, fake-news
verifiedpolitics.com, left
inquisitr.com, leftcenter
dailysquib.co.uk, satire
mashable.com, left
zdf.de, center
journalstar.com, center
washingtonexaminer.com, right-center
uawire.org, leftcenter
thenewyorkevening.com, fake-news
futurism.com, pro-science
amplifyingglass.com, satire
dailybusinessreview.com, center
alliedprogress.org, leftcenter
usaconservativereport.com, fake-news
jeffereyjaxen.com, conspiracy
americantruthseekers.com, fake-news
remnantnewspaper.com, fake-news
thespoof.com, satire
hoax-slayer.com, center
ctvnews.ca, leftcenter
pressprogress.ca, left
pgpf.org, center
amtvmedia.com, conspiracy
vanityfair.com, left
coasttocoastam.com, conspiracy
scienceillustrated.com.au, pro-science
chron.com, leftcenter
fee.org, right-center
c4ss.org, right-center
republicworld.com, leftcenter
realjewnews.com, conspiracy
headlinennews.com, satire
mainebeacon.com, leftcenter
edmontonsun.com, right-center
feministfrequency.com, leftcenter
truetrumpers.com, fake-news
trofire.com, left
thetruthaboutguns.com, right
liberalexaminer.com, left
attn.com, leftcenter
icij.org, center
tucson.com, leftcenter
larknews.com, satire
plymouthpatriotpost.com, fake-news
ewao.com, conspiracy
freakonomics.com, leftcenter
freereinreport.com, fake-news
jordantimes.com, center
airspacemag.com, pro-science
taiwannews.com.tw, center
americanpeoplenetwork.com, fake-news
palmerreport.com, left
stimson.org, center
hillarydaily.com, right
timesheadline.com, leftcenter
rrtribune.com, fake-news
freepress.net, leftcenter
sltrib.com, leftcenter
guttmacher.org, leftcenter
americantoday.news, fake-news
qpolitical.com, fake-news
revcom.us, left
cgdev.org, center
projectcensored.org, left
greenvillegazette.com, left
euobserver.com, leftcenter
callthecops.net, satire
cjnews.com, right-center
goodnewsnetwork.org, center
corbettreport.com, conspiracy
cjr.org, leftcenter
newscientist.com, pro-science
lbc.co.uk, right-center
koco.com, leftcenter
nolabels.org, center
thedailybell.com, fake-news
theroot.com, left
acculturated.com, right
abqjournal.com, center
carbonated.tv, left
swedishwire.com, center
globalskywatch.com, conspiracy
dallasnews.com, right-center
acsh.org, right-center
rewire.news, left
ifamericaknew.org, leftcenter
hotair.com, right
skepticink.com, pro-science
aap.org, pro-science
libertyisviral.com, fake-news
loonwatch.com, fake-news
thebeaverton.com, satire
filmingcops.com, left
conservativedailypost.com, fake-news
abeldanger.net, conspiracy
atlanticcouncil.org, center
opednews.com, left
sustainablepulse.com, conspiracy
thenation.com, left
squawker.org, fake-news
sacbee.com, leftcenter
eveningharold.com, satire
liberalbias.com, satire
yahoo.com, leftcenter
dailydems.com, left
ijr.com, right
martinlutherking.org, fake-news
dailyoccupation.com, conspiracy
prisonplanet.com, conspiracy
proudleader.com, fake-news
sciencevibe.com, conspiracy
wearyourvoicemag.com, left
fivethirtyeight.com, leftcenter
breakingtop.world, fake-news
financialpost.com, right-center
shadowproof.com, left
factsandlogic.org, right
israelvideonetwork.com, fake-news
thenational.ae, right-center
thegatewaypundit.com, fake-news
thedailybeast.com, left
southjerseymechanic.com, fake-news
illuminatiwatcher.com, conspiracy
debunkingskeptics.com, conspiracy
onenewsnow.com, right
thehill.com, leftcenter
sciencemag.org, pro-science
the-american-interest.com, right-center
dieharddemocrat.com, left
sputniknews.com, right-center
africanews.com, center
catholic.org, conspiracy
truthmonitor.com, fake-news
ajaonline.org, pro-science
blacklivesmatter.com, left
heritage.org, right
thinkprogress.org, left
scoopnest.com, center
ejinsight.com, center
rightsmarts.com, fake-news
thetrumpet.com, conspiracy
theknifemedia.com, center
thegrio.com, left
vigilantcitizen.com, conspiracy
secretsofthefed.com, conspiracy
dcclothesline.com, fake-news
scienceblogs.com, pro-science
theforbiddenknowledge.com, conspiracy
theonion.com, satire
taipeitimes.com, center
backchannel.com, leftcenter
thrivemovement.com, conspiracy
fas.org, pro-science
nationalinterest.org, right-center
10news.one, fake-news
thepoliticaltribune.com, fake-news
bloomberg.com, leftcenter
thesun.co.uk, right
nationaleconomicseditorial.com, fake-news
brookings.edu, leftcenter
certifiedpolitics.com, left
counterpunch.org, left
crimethinc.com, left
dailytarheel.com, leftcenter
nationmaster.com, center
journalnow.com, right-center
outabouter.com, satire
althealthworks.com, conspiracy
trunews.com, conspiracy
israelislamandendtimes.com, conspiracy
71republic.com, right
verrit.com, left
censored.news, fake-news
yellowhammernews.com, right
chronicle.augusta.com, right-center
focusonthefamily.com, fake-news
thenews.com.pk, center
thepoliticalinsider.com, right
whatdoesitmean.com, conspiracy
tmn.today, fake-news
abovethelaw.com, leftcenter
ihavethetruth.com, fake-news
abcnews.com.co, fake-news
freedomworks.org, right
thenewcivilrightsmovement.com, left
gazette.com, right-center
riverbender.com, center
liveleak.com, leftcenter
rawprogressive.com, left
thedcgazette.com, fake-news
providencejournal.com, leftcenter
happy-foxie.com, left
mic.com, leftcenter
nationofchange.org, left
scicentral.com, pro-science
react365.com, fake-news
elpais.com, leftcenter
tcf.org, leftcenter
business2community.com, center
newyorker.com, left
skepdic.com, pro-science
eastbaytimes.com, leftcenter
voiceofamericatv.com, conspiracy
sites.agu.org, pro-science
fifthestate.org, left
asheepnomore.net, conspiracy
donaldtrumppotus45.com, fake-news
libertyalliance.com, right
universitybusiness.com, leftcenter
apsa.org, pro-science
takepart.com, left
libertynation.com, right
prnewswire.mediaroom.com, center
verywell.com, pro-science
theearthchild.co.za, conspiracy
thenationalpatriot.com, fake-news
takimag.com, fake-news
haaretz.com, leftcenter
illinoispolicy.org, right
resistancereport.com, fake-news
informedowners.com, fake-news
jsonline.com, leftcenter
constitutionproject.org, center
theamericanconservative.com, right-center
tennessean.com, right-center
aattp.org, fake-news
capitalresearch.org, right
factcheck.org/scicheck, pro-science
adaa.org, pro-science
realfarmacy.com, conspiracy
realclearpolitics.com, right-center
observer.com, left
wnyc.org, leftcenter
atimes.com, center
stepfeed.com, leftcenter
scmp.com, center
breitbartunmasked.com, left
vdare.com, fake-news
muricatoday.com, conspiracy
societyforscience.org, pro-science
surenews.com, fake-news
brokenworldnews.com, satire
msmagazine.com, left
nola.com, leftcenter
foxnews.com, right
newrevolutionnow.org, right
greenpeace.org, conspiracy
conservativedailynews.com, right
observatory.journalism.wisc.edu, center
sofrep.com, right-center
freakoutnation.com, fake-news
peta.org, conspiracy
thenewsnerd.com, satire
dailykos.com, left
sonorannews.com, right
truthinmedia.com, right
americanfirearms.org, right-center
newschicken.com, fake-news
nationaljournal.com, center
nationalcenter.org, right
omaha.com, right-center
thedailycheck.net, conspiracy
fakenewscodex.com, center
deathandtaxesmag.com, left
goneleft.com, fake-news
thetruthaboutcancer.com, conspiracy
dissentmagazine.org, left
crisisgroup.org, leftcenter
techcrunch.com, leftcenter
politicalsitenews.com, fake-news
rickwells.us, fake-news
zcomm.org, left
alec.org, right
tdnewswire.com, fake-news
novinite.com, center
calgarysun.com, right-center
washingtonfeed.com, fake-news
naacp.org, leftcenter
christiantimesnewspaper.com, conspiracy
poynter.org, center
pulsegulfcoast.com, leftcenter
bizstandardnews.com, satire
us.blastingnews.com, leftcenter
newscorpse.com, left
americanflavor.news, fake-news
chinadaily.com.cn, center
newsmax.com, right
healthcarefinancenews.com, center
downtrend.com, fake-news
usaviralnewstoday.com, fake-news
ihealthtube.com, conspiracy
aeon.co, leftcenter
taxfoundation.org, right-center
pogo.org, center
mynewsguru.com, fake-news
thehornnews.com, fake-news
newsinsideout.com, conspiracy
dailyrecord.com, center
journals.cambridge.org, center
againstcronycapitalism.org, right
shareblue.com, left
factcheck.org, center
consmovement.com, fake-news
truthrevolt.org, fake-news
philly.com, leftcenter
